Reading_Score,Writing_Score,Listening_Score,Speaking_Score,Attendance_Percentage,Practice_Hours,Vocabulary_Score,Grammar_Score,Mock_Test_Score,Final_IELTS_Band
4.2,2.1,3.2,4.3,100.0,3.7,35.7,26.7,4.3,3.5
3.1,3.3,3.3,2.6,100.0,4.5,22.2,26.6,4.5,3.4
5.2,4.5,4.6,4.0,100.0,5.3,53.9,40.1,3.9,4.4
6.3,2.1,5.3,4.4,100.0,8.1,67.1,54.5,3.6,4.6
5.3,4.3,5.6,6.8,100.0,7.4,54.4,76.2,6.1,5.2
4.8,6.9,4.8,4.9,100.0,6.5,80.0,76.1,5.5,5.4
5.6,6.9,4.2,4.4,100.0,5.9,34.4,42.2,3.9,4.9
8.6,8.1,7.2,8.3,100.0,7.4,82.4,79.0,7.6,8.3
5.6,5.6,5.3,5.7,100.0,4.9,47.4,68.6,4.5,5.4
3.7,4.6,3.6,4.7,100.0,2.5,49.6,50.0,5.7,4.4
3.0,4.7,2.0,2.5,100.0,1.4,20.0,35.9,3.2,3.1
3.8,6.7,4.7,4.7,100.0,7.7,33.2,52.6,4.5,4.8
5.1,4.0,3.6,4.1,100.0,2.7,49.7,45.7,4.0,4.4
5.1,4.2,5.0,5.4,100.0,5.5,58.1,63.7,6.3,5.1
5.3,3.5,5.2,4.6,100.0,5.6,53.7,44.8,4.4,4.8
2.8,4.9,3.2,4.3,100.0,3.1,50.7,24.7,1.8,3.9
5.3,5.2,4.6,5.2,100.0,5.8,54.0,43.6,4.1,5.0
5.5,6.0,5.3,6.1,100.0,5.3,69.1,56.6,6.6,5.7
7.0,5.1,6.8,7.0,100.0,8.0,65.3,73.9,6.2,6.3
6.1,5.3,5.5,6.5,100.0,8.0,49.9,62.2,5.0,5.7
5.1,5.6,6.0,5.7,100.0,8.0,60.6,63.6,5.8,5.6
5.6,5.3,4.8,4.6,100.0,4.7,36.0,57.5,6.7,5.2
5.4,5.1,5.6,4.7,100.0,6.5,48.8,51.7,6.3,5.1
5.7,5.5,7.1,5.3,100.0,5.2,71.1,76.1,5.9,5.7
5.2,2.6,4.0,2.4,100.0,1.9,28.9,41.4,2.8,3.5
5.0,5.7,5.5,4.3,100.0,2.7,48.1,48.9,4.0,5.1
4.0,4.3,4.7,2.7,100.0,3.8,44.4,33.0,3.4,4.0
6.6,6.0,5.6,4.2,100.0,4.3,43.7,65.2,5.8,5.8
7.9,5.6,6.2,7.4,100.0,4.6,59.0,73.3,6.2,6.7
4.2,1.4,4.0,4.5,100.0,3.5,20.0,47.2,3.5,3.4
2.4,1.6,1.5,1.7,100.0,0.5,20.0,29.5,1.2,1.6
3.7,3.7,4.5,6.5,100.0,6.4,51.2,50.9,6.2,4.7
6.0,6.4,6.6,4.6,100.0,5.5,78.6,79.4,6.6,6.2
5.5,8.8,5.1,6.5,100.0,7.3,60.0,56.6,5.0,6.0
5.7,6.2,5.5,5.4,100.0,4.9,70.2,52.1,6.4,5.9
4.9,7.3,4.2,5.4,100.0,2.8,49.6,57.3,3.8,5.3
3.9,4.0,3.6,3.6,100.0,4.8,31.9,21.0,3.4,3.9
5.8,5.0,5.2,4.0,100.0,5.9,51.6,76.6,5.4,5.3
3.0,4.3,3.5,4.1,100.0,6.6,20.0,50.5,4.1,3.5
6.9,9.0,7.1,7.9,100.0,7.6,95.0,83.6,6.9,7.7
5.2,7.4,6.0,3.8,100.0,5.2,58.0,70.6,5.8,5.7
4.1,3.8,4.2,6.0,100.0,5.6,55.2,47.9,3.0,4.6
5.1,4.5,4.0,4.5,100.0,5.6,31.3,27.9,4.0,4.6
4.0,3.5,5.1,5.5,100.0,5.1,72.9,40.4,5.8,4.8
4.4,5.5,4.4,3.7,100.0,9.6,43.9,49.3,5.5,4.9
7.1,7.8,7.2,6.9,100.0,6.3,59.8,68.3,5.8,7.0
5.0,5.3,4.5,6.2,100.0,3.4,50.7,65.9,4.1,5.1
4.5,3.5,4.0,4.3,100.0,2.4,40.7,42.0,2.6,4.3
7.2,7.6,6.3,7.3,100.0,7.4,77.7,65.7,7.7,7.2
5.3,5.5,4.8,4.3,100.0,7.4,45.6,45.3,5.3,5.1
5.7,6.0,4.7,5.7,100.0,5.9,43.5,69.0,6.2,5.5
4.8,4.4,4.8,3.8,100.0,6.4,32.8,22.7,5.5,4.4
4.2,5.3,6.0,5.9,100.0,6.2,66.2,41.3,5.5,5.3
5.1,6.3,5.9,4.6,100.0,7.1,45.9,50.9,5.5,5.4
3.0,3.4,2.8,3.2,100.0,2.7,20.0,30.9,1.7,2.9
7.8,6.5,6.8,6.7,100.0,8.6,69.7,78.1,8.6,7.1
7.7,5.6,6.0,6.3,100.0,8.1,68.5,74.0,6.4,6.6
4.2,4.3,5.6,5.1,100.0,3.6,36.4,44.1,3.9,4.6
4.9,4.4,4.7,3.1,100.0,2.5,30.7,32.1,3.8,4.2
4.9,5.6,5.5,6.0,100.0,6.0,47.2,48.7,6.9,5.7
6.2,4.5,4.7,5.6,100.0,8.0,61.4,59.7,6.6,5.5
6.1,5.7,6.4,5.2,100.0,3.2,60.2,42.8,4.7,5.8
4.5,4.9,4.7,6.3,100.0,2.2,75.1,50.5,6.1,5.3
5.9,6.5,5.8,5.7,100.0,5.4,53.8,69.1,5.8,5.9
6.7,7.1,7.7,7.7,100.0,8.7,68.9,64.1,7.4,7.2
6.2,5.4,5.1,7.3,100.0,5.9,70.4,43.0,5.9,6.2
3.6,4.0,4.3,3.5,100.0,1.7,38.2,20.0,4.2,3.9
6.4,7.9,7.0,7.2,100.0,7.2,61.0,77.1,7.6,7.0
8.1,6.4,6.9,6.4,100.0,4.9,80.2,81.9,5.7,6.9
8.7,9.0,8.1,7.9,100.0,10.0,100.0,93.8,9.0,8.2
4.3,3.6,3.1,3.5,100.0,2.9,20.0,20.4,2.8,3.5
5.1,5.7,5.5,4.1,100.0,5.2,47.1,52.2,5.0,5.2
3.8,1.9,1.5,1.7,100.0,2.5,20.7,30.5,2.5,2.6
5.1,5.8,5.8,6.2,100.0,6.1,72.8,45.6,4.9,5.7
3.9,5.4,4.7,3.9,100.0,3.4,48.8,52.4,3.9,4.5
8.5,6.4,8.0,7.9,100.0,9.4,73.2,61.9,6.3,7.6
3.7,2.8,3.1,4.3,100.0,5.0,31.3,27.0,3.6,3.8
4.3,1.7,3.9,4.6,100.0,0.5,32.6,25.8,3.3,3.7
5.1,3.3,5.7,4.9,100.0,3.9,20.0,52.4,5.1,4.5
2.5,3.2,2.9,3.6,100.0,0.5,20.0,35.1,2.1,3.1
4.5,4.6,5.2,6.3,100.0,4.2,75.4,71.2,6.9,5.2
2.5,2.2,2.3,2.8,100.0,2.7,22.0,34.5,2.9,2.4
5.1,5.6,5.0,6.1,100.0,4.4,42.8,52.2,6.1,5.2
3.4,2.9,2.7,3.1,100.0,1.7,20.0,20.0,1.2,3.1
5.9,4.2,4.6,4.8,100.0,3.5,53.6,57.0,4.8,5.1
6.4,7.2,7.2,7.2,100.0,8.0,75.4,88.3,7.4,7.2
6.1,5.5,5.4,5.9,100.0,6.6,53.2,64.7,4.2,5.7
4.6,3.7,4.2,3.4,100.0,7.0,40.8,43.2,5.7,4.3
5.8,4.8,4.6,4.3,100.0,4.7,51.2,63.5,4.5,4.9
5.4,7.2,4.8,6.3,100.0,2.9,51.1,53.7,5.4,5.8
4.0,6.3,5.2,7.2,100.0,5.0,43.8,56.9,6.2,5.4
3.2,5.7,4.7,2.5,100.0,4.2,20.0,36.8,3.4,3.8
4.8,5.2,6.8,5.1,100.0,4.7,66.4,63.7,6.7,5.6
1.6,1.7,2.2,2.8,100.0,0.5,20.0,20.0,3.2,2.5
5.0,3.0,5.2,4.7,100.0,2.9,44.4,39.2,3.4,4.4
4.7,3.6,5.0,5.0,100.0,3.5,36.8,51.8,4.5,4.7
6.7,7.6,5.9,6.5,100.0,4.3,67.2,68.1,6.4,6.9
5.3,4.5,3.9,4.8,100.0,5.4,46.6,52.5,3.9,4.7
2.3,5.2,3.1,3.6,100.0,2.8,41.9,21.4,4.1,3.4
1.8,2.6,3.6,4.0,100.0,4.7,27.8,47.6,5.0,3.0
5.4,4.2,4.4,4.5,100.0,4.6,47.7,40.9,6.2,4.8
4.7,4.6,3.8,5.2,100.0,5.7,47.3,39.2,5.2,4.9
3.5,4.2,4.7,5.4,100.0,3.4,49.8,43.0,5.4,4.7
3.1,5.3,4.7,4.1,100.0,2.6,42.4,20.0,4.7,4.4
5.2,6.3,5.0,6.0,100.0,5.2,60.8,75.9,4.9,5.5
4.2,4.0,3.8,4.6,100.0,1.8,38.3,42.4,4.0,4.2
5.4,4.8,5.7,4.6,100.0,7.6,51.4,64.1,4.7,5.2
7.8,7.3,7.0,8.2,100.0,8.5,81.8,100.0,7.6,7.6
4.6,2.4,3.4,2.7,100.0,1.7,20.8,27.1,3.2,3.2
1.9,1.9,2.6,4.0,100.0,1.7,23.5,35.7,2.5,2.4
6.6,6.9,6.3,6.5,100.0,2.5,63.3,51.2,6.1,6.5
4.2,2.4,3.6,3.4,100.0,6.1,63.3,44.2,5.3,3.6
5.2,6.2,4.7,6.1,100.0,6.5,39.1,40.5,4.8,5.2
3.7,3.7,4.2,4.2,100.0,4.0,29.9,45.2,4.5,4.0
5.5,3.9,4.9,4.1,100.0,5.1,48.9,54.9,3.1,4.6
7.2,7.6,7.0,7.9,100.0,5.5,64.0,72.4,7.0,7.4
5.4,7.4,6.2,6.4,100.0,4.4,51.3,67.5,6.7,6.1
6.0,7.1,7.6,4.5,100.0,3.7,48.6,72.4,6.9,6.2
3.1,3.8,5.1,2.8,100.0,2.6,21.0,30.6,4.1,4.0
4.0,4.7,3.2,3.9,100.0,4.9,25.2,58.1,3.8,4.1
1.0,1.0,1.0,1.0,100.0,0.5,20.0,20.0,1.9,1.0
4.0,3.5,4.5,4.1,100.0,4.3,35.4,54.4,3.5,3.9
6.5,5.3,6.3,6.3,100.0,7.9,40.7,75.8,6.8,6.2
5.6,6.8,6.4,4.6,100.0,3.3,62.7,39.2,5.1,5.9
5.8,4.4,4.9,5.0,100.0,7.4,41.1,61.6,5.2,5.0
5.6,5.8,5.0,5.0,100.0,6.7,45.6,60.4,5.0,5.2
4.2,4.7,5.0,3.1,100.0,4.7,45.5,40.8,4.2,4.5
5.4,4.4,6.2,6.1,100.0,6.7,56.8,56.8,6.0,5.5
6.2,5.4,4.9,6.7,100.0,7.6,55.2,66.4,6.3,5.7
3.4,4.3,2.5,2.8,100.0,3.0,30.3,39.5,3.3,3.1
3.9,4.6,5.3,5.2,100.0,7.6,70.0,50.4,5.0,4.9
5.9,6.2,6.2,6.8,100.0,5.7,53.9,79.8,7.3,6.2
3.3,3.8,4.3,4.3,100.0,5.1,51.3,32.9,4.7,4.0
6.9,5.5,6.2,4.1,100.0,8.0,49.4,42.9,6.4,6.1
8.3,8.3,9.0,8.8,100.0,5.2,100.0,98.2,8.4,8.4
4.7,4.1,6.1,4.2,100.0,5.5,41.3,61.0,4.4,4.8
6.2,4.5,5.9,5.1,100.0,6.7,48.4,54.1,5.7,5.3
4.5,4.4,3.5,5.4,100.0,1.3,50.4,20.0,3.7,4.2
4.3,4.4,5.1,5.1,100.0,5.7,59.9,37.8,5.5,5.0
5.5,4.8,5.5,5.6,100.0,4.5,50.1,61.3,3.2,4.9
5.0,4.3,5.6,5.7,100.0,5.9,54.2,52.8,4.9,5.2
2.4,3.7,4.1,4.2,100.0,3.3,27.6,47.5,3.8,3.8
4.7,6.2,6.7,4.4,100.0,3.9,37.2,53.8,4.6,5.5
6.6,8.2,6.4,6.7,100.0,8.9,73.8,64.5,7.0,6.9
5.4,4.8,5.8,5.6,100.0,5.0,53.2,59.8,5.2,5.2
5.0,8.2,7.8,6.4,100.0,6.8,55.0,74.6,6.2,6.4
5.6,3.8,4.3,5.0,100.0,6.6,59.5,60.0,4.3,4.9
5.8,6.9,6.0,8.2,100.0,4.7,52.1,60.1,6.6,6.4
5.4,4.6,4.7,4.3,100.0,5.4,55.6,54.9,5.7,4.7
4.2,3.0,3.9,4.7,100.0,2.8,46.5,43.5,4.1,3.8
4.8,4.7,4.8,6.4,100.0,5.1,52.2,47.3,5.4,4.9
4.2,3.8,4.6,4.2,100.0,6.7,27.8,42.5,5.6,4.2
3.9,4.8,4.3,3.7,100.0,4.7,43.5,38.2,4.1,4.6
4.5,5.9,4.6,6.7,100.0,5.8,57.4,52.1,4.7,5.3
5.8,4.5,6.0,3.4,100.0,6.2,63.2,54.5,4.5,5.2
4.8,2.6,3.7,3.0,100.0,3.9,50.9,33.5,4.2,3.9
6.8,5.4,7.0,7.3,100.0,3.8,61.2,84.9,7.4,6.9
6.4,5.6,4.9,5.4,100.0,9.3,60.5,53.9,5.1,5.6
3.7,4.0,4.4,5.6,100.0,1.7,26.7,35.3,3.9,4.4
1.9,2.2,3.7,1.8,100.0,5.3,33.6,41.4,2.9,2.5
6.0,5.1,4.5,3.8,100.0,5.7,49.7,52.3,4.7,4.8
6.1,6.6,3.6,4.0,100.0,4.6,41.5,51.0,3.2,4.7
6.4,4.7,5.1,5.5,100.0,4.7,45.5,41.4,5.7,5.5
4.3,4.1,5.4,4.4,100.0,8.4,41.1,47.0,5.4,4.3
1.7,3.1,3.4,2.2,100.0,2.9,22.3,28.0,1.2,2.7
3.7,4.0,4.2,5.8,100.0,4.4,34.5,37.4,5.8,4.3
3.3,5.3,3.7,6.0,100.0,3.7,42.3,51.7,5.8,4.6
5.7,5.1,5.4,5.4,100.0,5.0,59.7,57.5,3.6,5.0
5.4,5.9,3.8,2.7,100.0,4.0,24.1,33.1,2.6,4.5
6.9,7.3,7.3,5.1,100.0,6.1,64.7,85.3,6.9,7.0
2.9,2.1,2.6,2.9,100.0,3.2,20.0,32.7,3.7,2.7
7.7,6.0,6.0,7.2,100.0,6.0,85.3,71.0,6.8,6.9
4.4,4.2,5.5,4.8,100.0,6.2,38.3,51.1,4.7,4.6
7.7,7.3,6.1,6.0,100.0,7.8,62.3,76.1,6.4,6.8
6.7,3.9,5.4,4.4,100.0,5.0,40.8,47.2,4.5,5.3
6.3,5.7,5.1,6.9,100.0,7.6,59.3,70.6,7.3,6.0
4.1,4.0,2.8,6.0,100.0,5.4,29.8,40.3,4.5,4.3
4.2,3.7,2.6,1.7,100.0,1.2,40.2,23.3,2.5,2.9
6.4,6.4,6.4,6.6,100.0,9.7,58.1,67.4,6.1,6.3
3.9,3.4,5.3,4.0,100.0,4.4,57.4,37.0,5.1,4.1
6.3,4.9,3.6,4.0,100.0,6.4,58.0,57.6,5.1,4.9
7.5,6.4,7.6,5.5,100.0,7.9,67.8,60.8,6.2,6.8
3.9,3.2,3.9,4.1,100.0,0.5,43.9,20.6,3.9,3.8
4.7,6.4,6.7,6.1,100.0,4.9,90.0,66.4,6.0,6.2
3.3,5.2,3.7,5.6,100.0,5.4,45.9,47.9,3.4,4.2
4.9,4.8,5.2,4.8,100.0,4.9,36.8,44.7,5.7,5.4
4.7,5.3,5.1,3.5,100.0,6.1,66.0,58.1,5.0,5.0
2.9,1.1,3.8,3.0,100.0,2.9,29.4,20.0,3.5,2.9
4.9,3.7,3.9,2.8,100.0,5.7,59.4,34.6,4.1,4.0
7.2,7.6,7.0,5.6,100.0,7.2,65.2,74.3,6.3,6.7
7.2,5.7,6.9,6.6,100.0,8.5,76.1,73.6,6.7,6.7
4.1,4.2,4.5,5.1,100.0,3.4,49.1,45.2,5.0,4.4
5.0,7.5,5.5,5.8,100.0,5.2,80.2,47.7,5.3,6.0
5.3,6.4,3.3,4.3,100.0,3.7,42.8,55.4,2.9,4.6
7.0,7.1,7.1,7.3,100.0,7.6,100.0,76.5,7.2,7.2
6.0,5.9,6.2,4.4,100.0,4.3,51.4,48.5,4.6,5.6
5.6,3.1,4.4,6.3,100.0,5.0,61.9,65.3,5.8,4.9
7.9,5.6,6.3,6.7,100.0,5.7,84.2,86.7,7.6,6.9
4.5,3.6,4.7,3.9,100.0,3.1,30.5,42.0,4.7,4.6
7.7,6.6,6.9,7.1,100.0,7.3,83.1,67.5,6.9,7.2
2.9,2.7,3.3,3.1,100.0,0.5,24.1,32.0,3.0,3.1
7.0,4.5,6.7,8.4,100.0,4.0,76.0,66.2,8.8,6.9
5.3,4.9,4.2,4.8,100.0,4.5,45.2,56.8,4.9,4.8
6.0,5.2,4.6,4.7,100.0,0.5,52.1,39.3,4.9,5.0
3.3,4.3,2.8,2.5,100.0,1.9,27.0,20.0,2.6,2.7
4.4,3.7,3.6,5.2,100.0,3.8,37.4,34.8,3.8,3.8
4.9,2.9,3.7,4.4,100.0,4.3,35.7,36.2,2.3,3.9
2.5,1.7,5.4,4.0,100.0,3.1,20.0,43.1,5.4,3.6
3.7,4.6,4.5,3.8,100.0,7.1,57.8,55.4,4.3,4.2
6.7,7.0,5.3,5.4,100.0,7.7,81.3,65.6,6.0,6.5
5.3,4.7,5.1,5.1,100.0,3.0,55.0,53.6,5.2,5.1
5.9,7.4,4.9,6.6,100.0,5.0,38.6,48.9,6.4,5.7
3.7,3.4,2.7,3.5,100.0,5.6,41.0,30.7,3.1,3.4
4.4,4.1,4.0,3.4,100.0,2.6,29.2,22.9,4.1,4.2
6.5,5.8,6.6,5.6,100.0,7.6,78.8,90.9,7.5,6.5
4.6,4.4,3.7,5.4,100.0,6.0,45.8,38.0,3.1,4.5
7.8,5.1,7.1,7.5,100.0,6.7,80.3,91.3,5.9,6.6
5.7,5.4,3.6,5.4,100.0,6.3,57.2,45.1,4.2,4.9
6.6,5.7,3.7,5.8,100.0,3.6,51.5,31.0,5.2,5.2
6.5,7.6,6.8,6.1,100.0,2.3,67.8,61.6,6.4,6.8
6.7,5.5,5.1,6.6,100.0,8.8,76.4,69.1,6.4,6.3
3.6,5.0,4.2,6.2,100.0,5.5,47.6,49.0,5.3,4.6
4.1,5.1,3.2,4.7,100.0,5.2,37.3,50.9,3.9,4.2
4.8,5.4,4.6,5.4,100.0,3.3,53.7,50.9,4.8,4.9
6.2,4.6,5.7,6.2,100.0,4.0,43.8,51.7,5.3,5.6
5.6,3.8,6.2,6.6,100.0,8.1,62.6,54.2,5.5,5.5
5.6,5.3,6.7,4.9,100.0,5.4,36.3,46.0,6.7,6.0
5.7,5.6,6.5,5.7,100.0,5.8,53.7,65.3,4.2,5.5
6.8,6.4,6.3,7.7,100.0,7.8,69.4,83.2,7.9,6.8
5.7,6.2,4.6,6.1,100.0,7.8,45.9,49.0,6.0,5.8
5.1,5.3,7.3,6.4,100.0,6.6,65.7,64.7,6.0,5.7
2.8,1.9,3.9,3.7,100.0,2.0,37.4,32.9,3.2,3.2
1.0,1.0,2.3,2.4,100.0,0.5,23.7,20.0,2.8,1.8
5.3,4.4,5.5,5.1,100.0,6.5,53.9,58.3,5.1,5.0
4.5,7.2,5.1,4.4,100.0,3.5,44.2,52.3,5.2,5.4
4.0,5.1,3.3,5.1,100.0,2.5,50.3,31.6,4.4,4.6
5.6,5.5,5.4,4.8,100.0,7.3,54.9,40.1,5.1,5.4
5.5,4.8,5.0,4.9,100.0,6.2,50.3,53.8,5.0,5.0
6.5,6.1,5.7,7.6,100.0,7.3,41.5,62.4,5.7,6.0
5.9,6.2,4.7,6.2,100.0,3.3,58.9,66.4,4.6,5.6
4.6,3.6,5.2,4.4,100.0,6.6,45.0,56.0,5.2,4.6
6.0,6.7,6.1,5.9,100.0,8.0,64.8,69.6,8.3,6.4
4.4,4.4,6.2,4.6,100.0,4.2,54.9,56.3,5.1,4.9
5.9,7.5,4.4,6.4,100.0,5.0,63.9,47.7,6.2,5.9
4.9,5.1,4.1,4.4,100.0,4.4,35.9,29.5,4.6,4.6
5.3,5.4,3.1,3.7,100.0,3.3,38.1,38.8,4.5,4.2
6.1,4.5,4.2,6.2,100.0,8.4,41.2,38.4,5.5,5.3
4.6,6.0,4.4,5.2,100.0,4.4,64.8,53.3,5.8,5.0
5.5,5.3,5.8,5.1,100.0,4.1,67.0,49.4,6.7,5.7
5.2,4.8,4.9,5.1,100.0,7.0,37.8,47.9,4.0,4.8
3.7,4.4,2.3,3.7,100.0,1.4,28.6,20.7,4.8,3.7
5.2,3.5,2.9,3.6,100.0,5.5,46.3,49.9,4.6,4.0
5.9,6.1,7.0,5.8,100.0,7.2,55.0,65.2,6.1,6.3
3.6,5.1,4.4,4.4,100.0,4.5,46.8,41.5,4.3,4.2
3.9,5.2,3.9,5.1,100.0,3.2,54.9,32.6,4.4,4.4
6.4,5.8,6.4,6.7,100.0,6.4,74.2,66.4,6.6,6.6
4.4,6.1,4.3,3.7,100.0,2.2,62.6,21.9,4.6,4.7
2.3,1.9,2.9,1.8,100.0,2.7,27.8,39.3,3.6,2.6
4.8,6.2,4.9,5.7,100.0,5.9,45.2,52.9,4.5,5.2
4.9,5.6,3.6,3.4,100.0,6.9,48.4,51.2,2.5,4.2
2.9,5.7,4.4,4.1,100.0,1.9,33.7,25.8,2.5,4.0
5.7,3.3,4.1,4.7,100.0,4.4,41.5,50.9,4.8,4.4
5.3,4.8,5.2,5.7,100.0,5.0,48.1,50.7,5.8,5.4
6.0,6.4,5.5,6.4,100.0,5.4,20.0,51.4,4.7,5.6
4.9,3.6,6.2,8.0,100.0,3.2,62.0,44.6,4.9,5.6
6.4,5.6,8.3,5.7,100.0,6.3,60.8,76.4,7.4,6.8
4.2,4.1,5.3,5.5,100.0,1.9,36.1,31.1,4.5,4.7
5.3,5.5,5.1,5.2,100.0,3.3,57.1,52.6,5.0,5.2
4.1,5.9,3.3,5.3,100.0,3.2,39.1,25.9,3.2,4.4
3.8,3.8,5.0,4.8,100.0,6.2,58.8,54.8,3.4,4.2
4.6,3.7,5.3,5.5,100.0,4.6,26.1,42.8,5.0,4.7
4.3,4.7,3.9,4.7,100.0,4.4,65.2,42.9,3.7,4.3
5.4,5.9,6.1,4.6,100.0,7.6,69.2,62.2,5.9,5.5
6.5,8.2,7.6,8.6,100.0,9.1,94.3,72.2,8.8,7.9
4.5,4.0,5.2,4.2,100.0,4.6,53.7,31.5,3.6,4.6
4.4,2.6,4.1,4.3,100.0,3.7,47.8,49.1,4.2,4.1
6.2,4.0,6.3,4.5,100.0,3.9,32.0,50.7,5.6,5.4
4.7,6.8,6.0,6.4,100.0,3.6,61.1,48.7,6.4,6.1
3.9,5.5,6.6,6.7,100.0,4.5,39.1,60.4,4.9,5.3
7.0,6.2,6.2,5.5,100.0,6.5,64.0,72.3,5.4,6.4
2.4,3.2,2.4,2.6,100.0,1.9,20.0,20.0,3.0,2.8
1.3,1.1,1.4,1.8,100.0,1.4,20.0,20.0,2.6,1.6
3.2,4.2,5.0,3.1,100.0,3.7,52.0,35.7,4.7,4.1
7.5,6.4,7.0,6.4,100.0,5.3,64.3,65.7,7.0,7.0
4.3,2.7,4.8,2.4,100.0,3.3,30.6,20.0,2.3,3.7
1.0,1.5,1.7,1.0,100.0,0.5,20.0,20.0,1.7,1.5
5.3,5.5,6.2,5.0,100.0,6.4,59.8,56.1,5.5,5.5
6.6,3.9,5.0,4.4,100.0,2.5,44.8,59.9,5.7,5.0
3.3,3.9,4.1,3.1,100.0,3.9,21.9,38.8,4.3,3.7
3.4,2.5,3.5,2.7,100.0,4.6,33.7,27.7,4.5,3.1
3.6,4.0,3.9,3.5,100.0,4.5,25.8,27.7,4.3,3.9
4.2,6.5,5.3,4.5,100.0,4.9,65.6,64.7,5.3,4.9
2.9,4.0,4.0,4.6,100.0,5.4,26.8,37.7,4.5,3.9
6.4,4.5,5.6,6.1,100.0,3.8,80.8,58.6,5.9,5.7
1.0,1.5,1.3,1.8,100.0,0.6,20.0,20.0,1.1,1.3
4.2,3.2,3.7,3.8,100.0,3.4,37.8,36.4,3.7,3.7
4.4,4.2,4.4,3.4,100.0,4.9,27.7,31.6,3.9,3.7
3.5,4.6,4.8,4.0,100.0,1.6,52.7,43.0,5.2,4.3
3.6,6.0,4.6,3.6,100.0,2.6,39.9,36.8,3.9,4.3
6.9,7.1,4.9,6.6,100.0,8.8,65.0,63.4,5.2,6.1
3.2,2.6,3.1,1.2,100.0,0.5,30.5,20.0,1.6,3.1
4.6,5.7,5.4,5.0,100.0,6.3,57.4,47.1,4.1,4.9
6.6,5.3,5.4,5.4,100.0,4.8,70.8,63.8,5.3,5.8
8.2,7.3,8.7,7.8,100.0,8.2,83.2,82.1,6.9,7.8
4.6,4.1,2.8,3.2,100.0,6.4,33.3,56.9,4.2,3.6
4.7,6.1,6.0,5.4,100.0,5.9,34.1,63.2,4.5,5.1
2.5,4.2,3.3,3.1,100.0,4.4,25.1,27.0,1.5,3.2
2.4,2.9,2.5,1.0,100.0,0.7,20.0,20.0,2.2,2.5
5.9,6.9,6.1,5.1,100.0,5.7,81.9,58.1,6.1,6.0
5.7,5.9,5.4,4.9,100.0,6.2,48.8,54.9,5.4,5.6
5.2,6.9,7.0,6.9,100.0,6.1,71.4,70.9,7.0,6.3
2.2,2.3,2.8,3.5,100.0,3.8,37.2,25.7,3.6,2.7
5.8,7.3,5.8,6.1,100.0,7.6,62.9,49.1,5.7,6.2
6.8,9.0,7.1,6.3,100.0,9.1,86.5,77.5,7.9,7.3
5.0,5.3,4.7,4.1,100.0,3.3,48.1,67.9,6.5,4.9
3.9,5.0,5.8,5.4,100.0,4.9,44.4,55.3,4.8,4.9
5.0,5.6,4.6,3.9,100.0,5.4,47.3,50.4,5.6,4.9
3.1,3.6,2.0,2.4,100.0,2.3,20.0,30.7,2.7,2.6
7.1,6.4,6.2,7.4,100.0,7.2,69.9,75.1,6.8,7.1
4.3,3.1,3.7,4.4,100.0,4.5,34.2,43.3,5.0,3.8
5.5,5.9,6.3,5.1,100.0,5.0,60.8,57.1,5.4,5.9
4.1,3.7,3.2,2.5,100.0,2.4,23.9,21.5,2.4,3.4
2.5,4.3,4.6,4.1,100.0,1.5,22.2,42.4,3.3,3.6
7.2,7.1,6.2,6.9,100.0,6.4,84.6,67.3,6.0,6.9
3.2,4.3,5.2,3.5,100.0,2.2,45.6,60.5,3.8,4.0
6.1,7.7,8.8,5.0,100.0,7.4,80.4,73.3,7.6,7.2
3.9,5.0,5.2,6.6,100.0,4.6,50.7,49.4,5.3,5.2
3.4,2.3,3.4,1.7,100.0,0.9,27.0,30.0,2.3,2.7
6.0,5.9,6.6,6.5,100.0,9.0,49.8,56.8,5.4,6.2
4.3,2.6,3.3,5.6,100.0,3.7,53.9,46.9,3.6,3.8
5.0,5.7,6.3,6.0,100.0,6.5,69.3,61.6,5.3,5.7
4.8,5.7,5.3,4.5,100.0,4.1,50.2,54.5,5.9,5.2
2.5,3.5,3.0,1.9,100.0,2.1,29.7,20.0,3.1,2.8
5.5,6.7,4.6,3.9,100.0,5.7,62.5,45.5,6.7,5.1
6.8,7.4,8.1,8.0,100.0,7.8,79.2,64.6,7.6,7.6
6.7,6.1,4.9,6.9,100.0,5.7,41.6,52.8,5.2,6.2
3.6,5.7,6.5,4.6,100.0,6.1,45.6,44.0,5.6,5.2
5.6,8.5,6.4,5.8,100.0,5.8,67.7,59.5,5.1,6.3
6.6,5.4,4.4,5.9,100.0,3.3,52.8,52.0,5.4,5.5
4.9,4.2,4.9,4.6,100.0,3.0,66.3,53.8,4.4,4.9
2.6,4.5,3.5,3.9,100.0,5.5,24.0,38.6,2.1,3.6
5.5,7.1,7.0,5.3,100.0,6.7,45.2,59.2,5.2,6.2
5.9,5.9,5.6,5.9,100.0,7.5,55.0,72.0,6.8,6.0
3.3,4.8,3.9,4.0,100.0,3.1,41.7,44.4,4.2,4.1
5.8,7.9,6.3,8.3,100.0,5.1,56.1,74.1,6.8,6.8
7.1,5.9,5.2,5.4,100.0,4.4,56.1,49.2,3.0,5.5
3.7,4.1,3.6,4.9,100.0,3.5,27.4,46.0,3.8,3.9
